date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2022-10-28,8.13,3,450,"1992-10-21 2021-11-04",93.87,5.92,450,"1992-10-21 2021-11-04",11.81,2.29,450,"1992-10-21 2021-11-04",24.28,10.62,450,"1992-10-21 2021-11-04",3.91,3.96,450,"1992-10-21 2021-11-04",71.2,12.99,450,"1992-10-21 2021-11-04",5.56,3.37,450,"1992-10-21 2021-11-04",3.11,4.02,450,"1992-10-21 2021-11-04",5.08,8.63,450,"1992-10-21 2021-11-04",5.09,8.64,449,"1992-10-21 2021-11-04",0,0,449,"1992-10-21 2021-11-04",0,0.16,361,"1992-10-21 2016-11-04",,,,
2022-10-27,8.32,2.88,450,"1992-10-20 2021-11-03",93.94,5.81,450,"1992-10-20 2021-11-03",11.99,2.23,450,"1992-10-20 2021-11-03",24.01,10.34,450,"1992-10-20 2021-11-03",4.13,3.89,450,"1992-10-20 2021-11-03",71.44,12.8,450,"1992-10-20 2021-11-03",5.77,3.28,450,"1992-10-20 2021-11-03",3.09,3.97,450,"1992-10-20 2021-11-03",5.08,8.67,450,"1992-10-20 2021-11-03",5.09,8.68,449,"1992-10-20 2021-11-03",0,0,449,"1992-10-20 2021-11-03",0,0.16,361,"1992-10-20 2016-11-03",,,,
2022-10-26,8.49,2.81,450,"1992-10-19 2021-11-02",94.01,5.78,450,"1992-10-19 2021-11-02",12.16,2.23,450,"1992-10-19 2021-11-02",24.07,10.25,450,"1992-10-19 2021-11-02",4.36,3.81,450,"1992-10-19 2021-11-02",71.67,12.61,450,"1992-10-19 2021-11-02",5.97,3.22,450,"1992-10-19 2021-11-02",3.03,3.88,450,"1992-10-19 2021-11-02",4.78,8.28,450,"1992-10-19 2021-11-02",4.79,8.28,449,"1992-10-19 2021-11-02",0,0,449,"1992-10-19 2021-11-02",0,0.16,361,"1992-10-19 2016-11-02",,,,
2022-10-25,8.65,2.76,450,"1992-10-18 2021-11-01",94.03,5.79,450,"1992-10-18 2021-11-01",12.28,2.2,450,"1992-10-18 2021-11-01",24.15,10.26,450,"1992-10-18 2021-11-01",4.59,3.74,450,"1992-10-18 2021-11-01",72.02,12.66,450,"1992-10-18 2021-11-01",6.19,3.14,450,"1992-10-18 2021-11-01",3,3.84,450,"1992-10-18 2021-11-01",4.68,8.14,450,"1992-10-18 2021-11-01",4.7,8.16,448,"1992-10-18 2021-11-01",0,0,448,"1992-10-18 2021-11-01",0,0,360,"1992-10-18 2016-11-01",,,,
2022-10-24,8.85,2.69,450,"1992-10-17 2021-10-31",94.06,5.68,450,"1992-10-17 2021-10-31",12.45,2.17,450,"1992-10-17 2021-10-31",24.38,10.39,450,"1992-10-17 2021-10-31",4.82,3.64,450,"1992-10-17 2021-10-31",72.26,12.48,450,"1992-10-17 2021-10-31",6.46,3.03,450,"1992-10-17 2021-10-31",3.09,3.91,450,"1992-10-17 2021-10-31",4.98,8.64,449,"1992-10-17 2021-10-31",5,8.65,447,"1992-10-17 2021-10-31",0,0,447,"1992-10-17 2021-10-31",0,0,359,"1992-10-17 2016-10-31",,,,
2022-10-23,9.05,2.62,450,"1992-10-16 2021-10-30",94.12,5.71,450,"1992-10-16 2021-10-30",12.6,2.15,450,"1992-10-16 2021-10-30",24.28,10.18,450,"1992-10-16 2021-10-30",5.04,3.48,450,"1992-10-16 2021-10-30",72.68,12.09,450,"1992-10-16 2021-10-30",6.63,2.94,450,"1992-10-16 2021-10-30",3.15,3.99,450,"1992-10-16 2021-10-30",5.14,9.48,449,"1992-10-16 2021-10-30",5.16,9.5,447,"1992-10-16 2021-10-30",0,0,447,"1992-10-16 2021-10-30",0,0,359,"1992-10-16 2016-10-30",,,,
2022-10-22,9.19,2.41,450,"1992-10-15 2021-10-29",94.25,5.15,450,"1992-10-15 2021-10-29",12.72,2.12,450,"1992-10-15 2021-10-29",24.13,10.16,450,"1992-10-15 2021-10-29",5.23,3.22,450,"1992-10-15 2021-10-29",72.95,11.61,450,"1992-10-15 2021-10-29",6.76,2.82,450,"1992-10-15 2021-10-29",3.11,3.99,450,"1992-10-15 2021-10-29",5.1,9.4,449,"1992-10-15 2021-10-29",5.12,9.42,447,"1992-10-15 2021-10-29",0,0,447,"1992-10-15 2021-10-29",0,0,359,"1992-10-15 2016-10-29",,,,
2022-10-21,9.3,2.35,450,"1992-10-14 2021-10-28",94.26,5.06,450,"1992-10-14 2021-10-28",12.81,2.14,450,"1992-10-14 2021-10-28",24.23,10.28,450,"1992-10-14 2021-10-28",5.45,2.89,450,"1992-10-14 2021-10-28",73.4,10.81,450,"1992-10-14 2021-10-28",6.91,2.76,450,"1992-10-14 2021-10-28",3.12,4.03,450,"1992-10-14 2021-10-28",5.06,9.37,449,"1992-10-14 2021-10-28",5.09,9.39,447,"1992-10-14 2021-10-28",0,0,447,"1992-10-14 2021-10-28",0,0,359,"1992-10-14 2016-10-28",,,,
2022-10-20,9.38,2.35,450,"1992-10-13 2021-10-27",94.29,5.07,450,"1992-10-13 2021-10-27",12.92,2.13,450,"1992-10-13 2021-10-27",24.1,9.78,450,"1992-10-13 2021-10-27",5.56,2.89,450,"1992-10-13 2021-10-27",73.45,10.64,450,"1992-10-13 2021-10-27",6.98,2.74,450,"1992-10-13 2021-10-27",3.06,3.95,450,"1992-10-13 2021-10-27",4.91,9.12,449,"1992-10-13 2021-10-27",4.93,9.13,447,"1992-10-13 2021-10-27",0,0,447,"1992-10-13 2021-10-27",0,0,359,"1992-10-13 2016-10-27",,,,
2022-10-19,9.47,2.37,450,"1992-10-12 2021-10-26",94.2,5.18,450,"1992-10-12 2021-10-26",13.03,2.12,450,"1992-10-12 2021-10-26",24.22,9.77,450,"1992-10-12 2021-10-26",5.65,2.89,450,"1992-10-12 2021-10-26",73.33,10.61,450,"1992-10-12 2021-10-26",7.1,2.71,450,"1992-10-12 2021-10-26",3.14,4.01,450,"1992-10-12 2021-10-26",5.08,9.21,449,"1992-10-12 2021-10-26",5.11,9.23,447,"1992-10-12 2021-10-26",0,0,447,"1992-10-12 2021-10-26",0,0,359,"1992-10-12 2016-10-26",,,,
2022-10-18,9.5,2.37,450,"1992-10-11 2021-10-25",94.01,5.36,450,"1992-10-11 2021-10-25",13.15,2.09,450,"1992-10-11 2021-10-25",24.05,9.75,450,"1992-10-11 2021-10-25",5.69,2.91,450,"1992-10-11 2021-10-25",72.81,10.93,450,"1992-10-11 2021-10-25",7.13,2.76,450,"1992-10-11 2021-10-25",3.17,4.07,450,"1992-10-11 2021-10-25",4.96,9.19,449,"1992-10-11 2021-10-25",4.98,9.2,447,"1992-10-11 2021-10-25",0,0,447,"1992-10-11 2021-10-25",0,0,359,"1992-10-11 2016-10-25",,,,
2022-10-17,9.59,2.35,450,"1992-10-10 2021-10-24",93.96,5.44,450,"1992-10-10 2021-10-24",13.3,2.08,450,"1992-10-10 2021-10-24",23.84,9.48,450,"1992-10-10 2021-10-24",5.75,2.91,450,"1992-10-10 2021-10-24",72.56,11.26,450,"1992-10-10 2021-10-24",7.23,2.77,450,"1992-10-10 2021-10-24",3.24,4.02,450,"1992-10-10 2021-10-24",4.85,9.08,449,"1992-10-10 2021-10-24",4.86,9.09,448,"1992-10-10 2021-10-24",0,0,448,"1992-10-10 2021-10-24",0,0,359,"1992-10-10 2016-10-24",,,,
2022-10-16,9.71,2.37,450,"1992-10-09 2021-10-23",93.92,5.4,450,"1992-10-09 2021-10-23",13.44,2.11,450,"1992-10-09 2021-10-23",23.97,9.34,450,"1992-10-09 2021-10-23",5.89,2.93,450,"1992-10-09 2021-10-23",72.45,11.3,450,"1992-10-09 2021-10-23",7.37,2.79,450,"1992-10-09 2021-10-23",3.32,4.08,450,"1992-10-09 2021-10-23",4.96,9.16,449,"1992-10-09 2021-10-23",4.97,9.17,448,"1992-10-09 2021-10-23",0,0,448,"1992-10-09 2021-10-23",0,0,359,"1992-10-09 2016-10-23",,,,
2022-10-15,9.79,2.37,450,"1992-10-08 2021-10-22",93.83,5.36,450,"1992-10-08 2021-10-22",13.59,2.1,450,"1992-10-08 2021-10-22",23.94,9.28,450,"1992-10-08 2021-10-22",6.01,2.97,450,"1992-10-08 2021-10-22",72.1,11.23,450,"1992-10-08 2021-10-22",7.51,2.81,450,"1992-10-08 2021-10-22",3.41,4.17,450,"1992-10-08 2021-10-22",4.83,8.92,449,"1992-10-08 2021-10-22",4.85,8.94,447,"1992-10-08 2021-10-22",0,0,447,"1992-10-08 2021-10-22",0,0,359,"1992-10-08 2016-10-22",,,,
2022-10-14,9.88,2.37,450,"1992-10-07 2021-10-21",93.72,5.38,450,"1992-10-07 2021-10-21",13.75,2.14,450,"1992-10-07 2021-10-21",23.89,9.25,450,"1992-10-07 2021-10-21",6.09,2.97,450,"1992-10-07 2021-10-21",71.78,11.4,450,"1992-10-07 2021-10-21",7.63,2.78,450,"1992-10-07 2021-10-21",3.42,4.22,450,"1992-10-07 2021-10-21",4.64,8.71,449,"1992-10-07 2021-10-21",4.66,8.73,447,"1992-10-07 2021-10-21",0,0,447,"1992-10-07 2021-10-21",0,0,359,"1992-10-07 2016-10-21",,,,
2022-10-13,9.98,2.37,450,"1992-10-06 2021-10-20",93.66,5.36,450,"1992-10-06 2021-10-20",13.9,2.11,450,"1992-10-06 2021-10-20",23.64,9.24,450,"1992-10-06 2021-10-20",6.19,2.99,450,"1992-10-06 2021-10-20",71.44,11.26,450,"1992-10-06 2021-10-20",7.73,2.79,450,"1992-10-06 2021-10-20",3.31,4.12,450,"1992-10-06 2021-10-20",4.46,8.51,449,"1992-10-06 2021-10-20",4.48,8.52,447,"1992-10-06 2021-10-20",0,0,447,"1992-10-06 2021-10-20",0,0,359,"1992-10-06 2016-10-20",,,,
2022-10-12,10.03,2.32,450,"1992-10-05 2021-10-19",93.54,5.42,450,"1992-10-05 2021-10-19",14.04,2.1,450,"1992-10-05 2021-10-19",23.6,9.27,450,"1992-10-05 2021-10-19",6.21,3,450,"1992-10-05 2021-10-19",70.98,11.39,450,"1992-10-05 2021-10-19",7.79,2.78,450,"1992-10-05 2021-10-19",3.22,4.07,450,"1992-10-05 2021-10-19",4.24,8.38,449,"1992-10-05 2021-10-19",4.26,8.4,447,"1992-10-05 2021-10-19",0,0,447,"1992-10-05 2021-10-19",0,0,359,"1992-10-05 2016-10-19",,,,
2022-10-11,10.07,2.3,450,"1992-10-04 2021-10-18",93.45,5.35,450,"1992-10-04 2021-10-18",14.19,2.1,450,"1992-10-04 2021-10-18",23.49,9.14,450,"1992-10-04 2021-10-18",6.23,3.01,450,"1992-10-04 2021-10-18",70.41,11.43,450,"1992-10-04 2021-10-18",7.83,2.79,450,"1992-10-04 2021-10-18",3.18,4.07,450,"1992-10-04 2021-10-18",4.16,8.39,449,"1992-10-04 2021-10-18",4.17,8.41,447,"1992-10-04 2021-10-18",0,0,447,"1992-10-04 2021-10-18",0,0,359,"1992-10-04 2016-10-18",,,,
2022-10-10,10.14,2.33,450,"1992-10-03 2021-10-17",93.36,5.37,450,"1992-10-03 2021-10-17",14.36,2.1,450,"1992-10-03 2021-10-17",23.46,9.2,450,"1992-10-03 2021-10-17",6.26,3.03,450,"1992-10-03 2021-10-17",69.92,11.37,450,"1992-10-03 2021-10-17",7.87,2.83,450,"1992-10-03 2021-10-17",3.23,4.15,450,"1992-10-03 2021-10-17",3.99,8.2,449,"1992-10-03 2021-10-17",4,8.2,448,"1992-10-03 2021-10-17",0,0,448,"1992-10-03 2021-10-17",0,0,359,"1992-10-03 2016-10-17",,,,
2022-10-09,10.19,2.32,450,"1992-10-02 2021-10-16",93.25,5.4,450,"1992-10-02 2021-10-16",14.48,2.12,450,"1992-10-02 2021-10-16",23.38,9.16,450,"1992-10-02 2021-10-16",6.3,3.01,450,"1992-10-02 2021-10-16",69.54,11.38,450,"1992-10-02 2021-10-16",7.92,2.8,450,"1992-10-02 2021-10-16",3.16,4.08,450,"1992-10-02 2021-10-16",3.47,7.3,450,"1992-10-02 2021-10-16",3.48,7.3,449,"1992-10-02 2021-10-16",0,0,449,"1992-10-02 2021-10-16",0,0,361,"1992-10-02 2016-10-16",,,,
2022-10-08,10.27,2.33,450,"1992-10-01 2021-10-15",93.18,5.35,450,"1992-10-01 2021-10-15",14.67,2.19,450,"1992-10-01 2021-10-15",23.3,9.28,450,"1992-10-01 2021-10-15",6.4,3,450,"1992-10-01 2021-10-15",69.07,11.28,450,"1992-10-01 2021-10-15",8,2.75,450,"1992-10-01 2021-10-15",3.01,3.99,450,"1992-10-01 2021-10-15",3.01,5.73,450,"1992-10-01 2021-10-15",3.02,5.74,449,"1992-10-01 2021-10-15",0,0,449,"1992-10-01 2021-10-15",0,0,361,"1992-10-01 2016-10-15",,,,
2022-10-07,10.41,2.33,450,"1992-09-30 2021-10-14",93.1,5.42,450,"1992-09-30 2021-10-14",14.9,2.24,450,"1992-09-30 2021-10-14",23.48,9.47,450,"1992-09-30 2021-10-14",6.55,2.99,450,"1992-09-30 2021-10-14",68.63,11.23,450,"1992-09-30 2021-10-14",8.2,2.72,450,"1992-09-30 2021-10-14",3.12,4.12,450,"1992-09-30 2021-10-14",2.87,5.69,450,"1992-09-30 2021-10-14",2.88,5.7,449,"1992-09-30 2021-10-14",0,0,449,"1992-09-30 2021-10-14",0,0,360,"1992-09-30 2016-10-14",,,,
2022-10-06,10.56,2.37,450,"1992-09-29 2021-10-13",93.05,5.51,450,"1992-09-29 2021-10-13",15.09,2.27,450,"1992-09-29 2021-10-13",23.33,9.17,450,"1992-09-29 2021-10-13",6.68,3.04,450,"1992-09-29 2021-10-13",68.33,11.29,450,"1992-09-29 2021-10-13",8.34,2.7,450,"1992-09-29 2021-10-13",3.1,4.13,450,"1992-09-29 2021-10-13",2.88,5.86,450,"1992-09-29 2021-10-13",2.88,5.86,449,"1992-09-29 2021-10-13",0,0,449,"1992-09-29 2021-10-13",0,0,359,"1992-09-29 2016-10-13",,,,
2022-10-05,10.7,2.42,450,"1992-09-28 2021-10-12",92.98,5.46,450,"1992-09-28 2021-10-12",15.37,2.36,450,"1992-09-28 2021-10-12",23.34,9.17,450,"1992-09-28 2021-10-12",6.8,3.06,450,"1992-09-28 2021-10-12",67.76,11.47,450,"1992-09-28 2021-10-12",8.46,2.69,450,"1992-09-28 2021-10-12",3.14,4.1,450,"1992-09-28 2021-10-12",2.73,5.81,450,"1992-09-28 2021-10-12",2.73,5.81,449,"1992-09-28 2021-10-12",0,0,449,"1992-09-28 2021-10-12",0,0,358,"1992-09-28 2016-10-12",,,,
2022-10-04,10.87,2.39,450,"1992-09-27 2021-10-11",93.03,5.32,450,"1992-09-27 2021-10-11",15.61,2.37,450,"1992-09-27 2021-10-11",23.24,9.17,450,"1992-09-27 2021-10-11",6.99,3.01,450,"1992-09-27 2021-10-11",67.61,11.23,450,"1992-09-27 2021-10-11",8.63,2.64,450,"1992-09-27 2021-10-11",3.04,4.09,450,"1992-09-27 2021-10-11",2.5,5.53,450,"1992-09-27 2021-10-11",2.5,5.53,449,"1992-09-27 2021-10-11",0,0,449,"1992-09-27 2021-10-11",0,0,357,"1992-09-27 2016-10-11",,,,
2022-10-03,11.11,2.31,450,"1992-09-26 2021-10-10",93.16,5.13,450,"1992-09-26 2021-10-10",15.87,2.34,450,"1992-09-26 2021-10-10",23.51,9.3,450,"1992-09-26 2021-10-10",7.24,2.92,450,"1992-09-26 2021-10-10",67.68,11.06,450,"1992-09-26 2021-10-10",8.87,2.54,450,"1992-09-26 2021-10-10",3.1,4.14,450,"1992-09-26 2021-10-10",2.66,5.79,450,"1992-09-26 2021-10-10",2.67,5.79,449,"1992-09-26 2021-10-10",0,0,449,"1992-09-26 2021-10-10",0,0,356,"1992-09-26 2016-10-10",,,,
2022-10-02,11.29,2.26,450,"1992-09-25 2021-10-09",93.14,5.04,450,"1992-09-25 2021-10-09",16.11,2.34,450,"1992-09-25 2021-10-09",23.45,9.46,450,"1992-09-25 2021-10-09",7.42,2.81,450,"1992-09-25 2021-10-09",67.53,10.86,450,"1992-09-25 2021-10-09",9.02,2.5,450,"1992-09-25 2021-10-09",3,4.15,450,"1992-09-25 2021-10-09",2.58,5.73,450,"1992-09-25 2021-10-09",2.59,5.73,449,"1992-09-25 2021-10-09",0,0,449,"1992-09-25 2021-10-09",0,0,355,"1992-09-25 2016-10-09",,,,
2022-10-01,11.45,2.22,450,"1992-09-24 2021-10-08",93.14,5.06,450,"1992-09-24 2021-10-08",16.34,2.37,450,"1992-09-24 2021-10-08",23.37,9.42,450,"1992-09-24 2021-10-08",7.57,2.74,450,"1992-09-24 2021-10-08",67.37,10.72,450,"1992-09-24 2021-10-08",9.17,2.44,450,"1992-09-24 2021-10-08",2.9,4.03,450,"1992-09-24 2021-10-08",2.48,5.57,450,"1992-09-24 2021-10-08",2.48,5.58,449,"1992-09-24 2021-10-08",0,0,449,"1992-09-24 2021-10-08",0,0,354,"1992-09-24 2016-10-08",,,,
2022-09-30,11.6,2.25,450,"1992-09-23 2021-10-07",93.06,5.17,450,"1992-09-23 2021-10-07",16.56,2.46,450,"1992-09-23 2021-10-07",23.18,9.21,450,"1992-09-23 2021-10-07",7.69,2.76,450,"1992-09-23 2021-10-07",67.21,10.93,450,"1992-09-23 2021-10-07",9.29,2.45,450,"1992-09-23 2021-10-07",2.81,3.94,450,"1992-09-23 2021-10-07",2.43,5.56,450,"1992-09-23 2021-10-07",2.43,5.56,450,"1992-09-23 2021-10-07",0,0,450,"1992-09-23 2021-10-07",0,0,353,"1992-09-23 2016-10-07",,,,
2022-09-29,11.71,2.31,450,"1992-09-22 2021-10-06",92.98,5.41,450,"1992-09-22 2021-10-06",16.76,2.55,450,"1992-09-22 2021-10-06",23.14,9.18,450,"1992-09-22 2021-10-06",7.81,2.85,450,"1992-09-22 2021-10-06",66.81,11.02,450,"1992-09-22 2021-10-06",9.41,2.49,450,"1992-09-22 2021-10-06",2.73,3.87,450,"1992-09-22 2021-10-06",2.5,5.79,450,"1992-09-22 2021-10-06",2.48,5.78,449,"1992-09-22 2021-10-06",0,0,449,"1992-09-22 2021-10-06",0,0,352,"1992-09-22 2016-10-06",,,,
2022-09-28,11.82,2.3,450,"1992-09-21 2021-10-05",92.94,5.4,450,"1992-09-21 2021-10-05",16.97,2.56,450,"1992-09-21 2021-10-05",23.36,9.05,450,"1992-09-21 2021-10-05",7.89,2.87,450,"1992-09-21 2021-10-05",66.43,11.02,450,"1992-09-21 2021-10-05",9.53,2.47,450,"1992-09-21 2021-10-05",2.72,3.91,450,"1992-09-21 2021-10-05",2.47,5.8,450,"1992-09-21 2021-10-05",2.45,5.78,449,"1992-09-21 2021-10-05",0,0,449,"1992-09-21 2021-10-05",0,0,351,"1992-09-21 2016-10-05",,,,
2022-09-27,11.97,2.29,450,"1992-09-20 2021-10-04",92.98,5.37,450,"1992-09-20 2021-10-04",17.13,2.56,450,"1992-09-20 2021-10-04",23.43,9.07,450,"1992-09-20 2021-10-04",8.1,2.81,450,"1992-09-20 2021-10-04",66.54,10.91,450,"1992-09-20 2021-10-04",9.71,2.41,450,"1992-09-20 2021-10-04",2.68,3.94,450,"1992-09-20 2021-10-04",2.54,5.84,450,"1992-09-20 2021-10-04",2.52,5.83,449,"1992-09-20 2021-10-04",0,0,449,"1992-09-20 2021-10-04",0,0,350,"1992-09-20 2016-10-04",,,,
2022-09-26,12.14,2.25,450,"1992-09-19 2021-10-03",92.93,5.41,450,"1992-09-19 2021-10-03",17.29,2.52,450,"1992-09-19 2021-10-03",23.37,9.11,450,"1992-09-19 2021-10-03",8.31,2.77,450,"1992-09-19 2021-10-03",66.46,10.8,450,"1992-09-19 2021-10-03",9.93,2.37,450,"1992-09-19 2021-10-03",2.73,3.94,450,"1992-09-19 2021-10-03",2.65,6.08,450,"1992-09-19 2021-10-03",2.63,6.07,449,"1992-09-19 2021-10-03",0,0,449,"1992-09-19 2021-10-03",0,0,349,"1992-09-19 2016-10-03",,,,
2022-09-25,12.27,2.2,450,"1992-09-18 2021-10-02",92.93,5.37,450,"1992-09-18 2021-10-02",17.48,2.48,450,"1992-09-18 2021-10-02",23.19,8.95,450,"1992-09-18 2021-10-02",8.5,2.7,450,"1992-09-18 2021-10-02",66.36,10.77,450,"1992-09-18 2021-10-02",10.13,2.3,450,"1992-09-18 2021-10-02",2.75,3.9,450,"1992-09-18 2021-10-02",2.85,7.35,450,"1992-09-18 2021-10-02",2.83,7.34,449,"1992-09-18 2021-10-02",0,0,449,"1992-09-18 2021-10-02",0,0,348,"1992-09-18 2016-10-02",,,,
2022-09-24,12.4,2.16,450,"1992-09-17 2021-10-01",92.94,5.34,450,"1992-09-17 2021-10-01",17.67,2.43,450,"1992-09-17 2021-10-01",23.13,8.74,450,"1992-09-17 2021-10-01",8.66,2.69,450,"1992-09-17 2021-10-01",66.16,10.7,450,"1992-09-17 2021-10-01",10.32,2.31,450,"1992-09-17 2021-10-01",2.82,3.94,450,"1992-09-17 2021-10-01",3,7.72,450,"1992-09-17 2021-10-01",2.97,7.71,449,"1992-09-17 2021-10-01",0,0,449,"1992-09-17 2021-10-01",0,0,346,"1992-09-17 2016-10-01",,,,
2022-09-23,12.5,2.14,450,"1992-09-16 2021-09-30",92.82,5.44,450,"1992-09-16 2021-09-30",17.82,2.43,450,"1992-09-16 2021-09-30",22.9,8.4,450,"1992-09-16 2021-09-30",8.76,2.7,450,"1992-09-16 2021-09-30",66,11.01,450,"1992-09-16 2021-09-30",10.48,2.31,450,"1992-09-16 2021-09-30",2.87,3.95,450,"1992-09-16 2021-09-30",3.07,7.8,450,"1992-09-16 2021-09-30",3.04,7.79,449,"1992-09-16 2021-09-30",0,0,449,"1992-09-16 2021-09-30",0,0,345,"1992-09-16 2016-09-30",,,,
2022-09-22,12.6,2.11,450,"1992-09-15 2021-09-29",92.76,5.4,450,"1992-09-15 2021-09-29",18,2.41,450,"1992-09-15 2021-09-29",22.61,8.09,450,"1992-09-15 2021-09-29",8.87,2.7,450,"1992-09-15 2021-09-29",65.77,11.01,450,"1992-09-15 2021-09-29",10.62,2.3,450,"1992-09-15 2021-09-29",2.72,3.8,450,"1992-09-15 2021-09-29",2.94,7.51,450,"1992-09-15 2021-09-29",2.92,7.5,449,"1992-09-15 2021-09-29",0,0,449,"1992-09-15 2021-09-29",0,0,345,"1992-09-15 2016-09-29",,,,
2022-09-21,12.7,2.06,450,"1992-09-14 2021-09-28",92.76,5.33,450,"1992-09-14 2021-09-28",18.16,2.4,450,"1992-09-14 2021-09-28",22.49,8.06,450,"1992-09-14 2021-09-28",9.02,2.64,450,"1992-09-14 2021-09-28",65.63,10.84,450,"1992-09-14 2021-09-28",10.76,2.31,450,"1992-09-14 2021-09-28",2.69,3.71,450,"1992-09-14 2021-09-28",2.8,7.25,450,"1992-09-14 2021-09-28",2.78,7.24,449,"1992-09-14 2021-09-28",0,0,449,"1992-09-14 2021-09-28",0,0,345,"1992-09-14 2016-09-28",,,,
2022-09-20,12.78,2.05,450,"1992-09-13 2021-09-27",92.61,5.35,450,"1992-09-13 2021-09-27",18.26,2.4,450,"1992-09-13 2021-09-27",22.54,8.17,450,"1992-09-13 2021-09-27",9.13,2.59,450,"1992-09-13 2021-09-27",65.6,10.67,450,"1992-09-13 2021-09-27",10.9,2.27,450,"1992-09-13 2021-09-27",2.63,3.69,450,"1992-09-13 2021-09-27",2.68,7.06,450,"1992-09-13 2021-09-27",2.66,7.05,449,"1992-09-13 2021-09-27",0,0,449,"1992-09-13 2021-09-27",0,0,345,"1992-09-13 2016-09-27",,,,
2022-09-19,12.87,2.04,450,"1992-09-12 2021-09-26",92.42,5.47,450,"1992-09-12 2021-09-26",18.42,2.41,450,"1992-09-12 2021-09-26",22.53,8.15,450,"1992-09-12 2021-09-26",9.23,2.59,450,"1992-09-12 2021-09-26",65.32,10.69,450,"1992-09-12 2021-09-26",11.04,2.28,450,"1992-09-12 2021-09-26",2.64,3.73,450,"1992-09-12 2021-09-26",2.72,7.22,450,"1992-09-12 2021-09-26",2.7,7.21,449,"1992-09-12 2021-09-26",0,0,449,"1992-09-12 2021-09-26",0,0,345,"1992-09-12 2016-09-26",,,,
2022-09-18,12.95,2.06,450,"1992-09-11 2021-09-25",92.26,5.51,450,"1992-09-11 2021-09-25",18.61,2.46,450,"1992-09-11 2021-09-25",22.47,7.96,450,"1992-09-11 2021-09-25",9.29,2.64,450,"1992-09-11 2021-09-25",64.78,10.72,450,"1992-09-11 2021-09-25",11.16,2.26,450,"1992-09-11 2021-09-25",2.55,3.56,450,"1992-09-11 2021-09-25",2.47,6.97,450,"1992-09-11 2021-09-25",2.45,6.96,449,"1992-09-11 2021-09-25",0,0,449,"1992-09-11 2021-09-25",0,0,345,"1992-09-11 2016-09-25",,,,
2022-09-17,13.05,2.11,450,"1992-09-10 2021-09-24",92.2,5.55,450,"1992-09-10 2021-09-24",18.77,2.49,450,"1992-09-10 2021-09-24",22.33,7.61,450,"1992-09-10 2021-09-24",9.39,2.62,450,"1992-09-10 2021-09-24",64.57,10.67,450,"1992-09-10 2021-09-24",11.28,2.23,450,"1992-09-10 2021-09-24",2.53,3.43,450,"1992-09-10 2021-09-24",2.5,7.1,450,"1992-09-10 2021-09-24",2.48,7.09,449,"1992-09-10 2021-09-24",0,0,449,"1992-09-10 2021-09-24",0,0,345,"1992-09-10 2016-09-24",,,,
2022-09-16,13.13,2.11,450,"1992-09-09 2021-09-23",92.15,5.53,450,"1992-09-09 2021-09-23",18.88,2.51,450,"1992-09-09 2021-09-23",22.38,7.8,450,"1992-09-09 2021-09-23",9.48,2.58,450,"1992-09-09 2021-09-23",64.32,10.67,450,"1992-09-09 2021-09-23",11.41,2.19,450,"1992-09-09 2021-09-23",2.56,3.45,450,"1992-09-09 2021-09-23",2.51,7.11,450,"1992-09-09 2021-09-23",2.49,7.1,449,"1992-09-09 2021-09-23",0,0,449,"1992-09-09 2021-09-23",0,0,345,"1992-09-09 2016-09-23",,,,
2022-09-15,13.23,2.07,450,"1992-09-08 2021-09-22",92.08,5.55,450,"1992-09-08 2021-09-22",19.03,2.45,450,"1992-09-08 2021-09-22",22.62,8.01,450,"1992-09-08 2021-09-22",9.57,2.51,450,"1992-09-08 2021-09-22",64.02,10.51,450,"1992-09-08 2021-09-22",11.54,2.11,450,"1992-09-08 2021-09-22",2.62,3.49,450,"1992-09-08 2021-09-22",2.47,7,450,"1992-09-08 2021-09-22",2.44,6.99,449,"1992-09-08 2021-09-22",0,0,449,"1992-09-08 2021-09-22",0,0,345,"1992-09-08 2016-09-22",,,,
